"SiteName","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90"
"Site_1",-0.706746527515197,-0.346242360927551,-0.274141527610022,-0.165990277633728,-1.06725069410284,1.60048013864574,2.21333722184474,0.879471805470446,-0.81489777749149,-0.382292777586315,-0.129939860974963,-0.995149860785314,0.663169305517858,0.0503122223188597,-0.310191944268786,-0.310191944268786,-0.129939860974963,-0.310191944268786,-0.88699861080902,0.807370972152916,0.555018055541564,-0.850948194150255,-0.959099444126549,-0.202040694292492,-0.310191944268786,0.0142618056600951,-0.562544860880138,-0.562544860880138,-0.598595277538903,-0.634645694197668,-0.382292777586315,-0.454393610903845,-0.490444027562609,-0.490444027562609,-0.706746527515197,0.266614722271447,-0.238091110951257,-0.202040694292492,-0.490444027562609,0.0142618056600951,0.0863626389776243,-0.995149860785314,-0.81489777749149,-0.598595277538903,-0.202040694292492,-0.202040694292492,-0.706746527515197,-0.742796944173961,-0.274141527610022,-0.526494444221374,1.09577430542303,1.85283305525709,-1.06725069410284,-1.03120027744408,0.338715555588977,0.807370972152916,-0.057839027657434,0.699219722176622,0.338715555588977,1.6365305553045,1.23997597205809,0.735270138835387,-0.81489777749149,-0.0938894443161986,-0.202040694292492,-1.03120027744408,-0.057839027657434,-0.310191944268786,-0.562544860880138,-0.41834319424508,-0.634645694197668,-0.923049027467784,-1.06725069410284,1.27602638871686,0.879471805470446,-0.562544860880138,-1.06725069410284,-0.562544860880138,-0.995149860785314,-0.526494444221374,-1.06725069410284,-0.778847360832726,-0.850948194150255,0.555018055541564,-1.06725069410284,-0.0217886109986695,-1.06725069410284,-0.634645694197668,1.6365305553045,-0.88699861080902
"Site_4",-0.454393610903845,-1.06725069410284,-1.06725069410284,1.81678263859833,1.42022805535191,0.266614722271447,0.122413055636389,0.735270138835387,0.230564305612683,0.374765972247741,-0.346242360927551,0.627118888859093,0.0142618056600951,0.0503122223188597,0.194513888953918,-0.41834319424508,-1.03120027744408,0.122413055636389,0.410816388906506,-0.88699861080902,-1.06725069410284,-1.06725069410284,0.627118888859093,0.5189676388828,1.27602638871686,1.78073222193956,0.44686680556527,-1.06725069410284,-1.03120027744408,1.23997597205809,-0.959099444126549,-1.03120027744408,1.56442972198697,-0.959099444126549,-0.670696110856432,-0.670696110856432,-0.706746527515197,0.44686680556527,-1.06725069410284,-1.03120027744408,-0.202040694292492,1.45627847201068,0.0863626389776243,-0.0938894443161986,0.410816388906506,2.06913555520968,1.1318247220818,2.46569013845609,-0.526494444221374,0.0142618056600951,-0.923049027467784,0.122413055636389,0.5189676388828,-1.06725069410284,-1.06725069410284,4.05190847144173,0.302665138930212,0.807370972152916,1.49232888866944,-1.06725069410284,-1.03120027744408,1.60048013864574,1.05972388876427,0.338715555588977,-0.274141527610022,-0.81489777749149,1.85283305525709,-0.706746527515197,-1.03120027744408,-1.03120027744408,4.95316888791084,3.69140430485408,1.92493388857462,-0.959099444126549,-1.06725069410284,0.158463472295154,-0.995149860785314,0.951572638787975,3.18669847163138,0.482917222224035,1.60048013864574,-0.41834319424508,-0.634645694197668,0.951572638787975,3.07854722165509,-0.959099444126549,0.266614722271447,1.85283305525709,1.52837930532821,2.28543805516227
"Site_5",-0.057839027657434,-0.959099444126549,-1.06725069410284,1.45627847201068,-0.057839027657434,-0.0938894443161986,-0.0938894443161986,0.194513888953918,-0.0938894443161986,-0.165990277633728,-0.202040694292492,-0.129939860974963,-0.057839027657434,-0.670696110856432,-0.41834319424508,-0.526494444221374,-0.88699861080902,1.42022805535191,-0.0217886109986695,-0.742796944173961,-0.995149860785314,-0.778847360832726,0.0142618056600951,0.374765972247741,0.91552222212921,1.27602638871686,0.194513888953918,-0.959099444126549,-1.06725069410284,-0.057839027657434,-0.634645694197668,-1.03120027744408,-0.129939860974963,-0.742796944173961,-0.81489777749149,-0.634645694197668,0.591068472200329,0.410816388906506,-0.995149860785314,-0.88699861080902,0.91552222212921,0.951572638787975,-0.129939860974963,-0.346242360927551,-0.202040694292492,0.879471805470446,0.91552222212921,0.627118888859093,0.122413055636389,-0.165990277633728,-0.310191944268786,0.44686680556527,1.09577430542303,-0.742796944173961,-1.03120027744408,1.38417763869315,-0.0217886109986695,0.374765972247741,0.5189676388828,-0.454393610903845,-0.670696110856432,1.0236734721055,0.735270138835387,0.0142618056600951,-0.670696110856432,-0.959099444126549,-0.057839027657434,-0.562544860880138,-0.88699861080902,-0.923049027467784,3.51115222156026,2.28543805516227,1.09577430542303,-0.562544860880138,-0.346242360927551,-0.310191944268786,-0.88699861080902,1.31207680537562,1.60048013864574,0.374765972247741,0.44686680556527,-0.238091110951257,-0.202040694292492,-0.0938894443161986,0.374765972247741,-0.526494444221374,1.92493388857462,1.60048013864574,0.410816388906506,0.5189676388828
"Site_7",-0.670696110856432,-1.06725069410284,-1.06725069410284,1.85283305525709,1.60048013864574,0.194513888953918,-0.057839027657434,0.771320555494152,0.230564305612683,0.410816388906506,-0.526494444221374,0.699219722176622,-0.0217886109986695,-0.490444027562609,-0.165990277633728,-0.670696110856432,-1.03120027744408,-0.346242360927551,0.482917222224035,-0.923049027467784,-1.06725069410284,-1.06725069410284,0.591068472200329,0.338715555588977,1.09577430542303,1.60048013864574,0.555018055541564,-1.06725069410284,-1.03120027744408,1.42022805535191,-0.88699861080902,-1.03120027744408,1.92493388857462,-1.03120027744408,-0.778847360832726,-0.850948194150255,-0.995149860785314,0.374765972247741,-1.06725069410284,-1.06725069410284,-0.634645694197668,1.34812722203439,0.0142618056600951,-0.202040694292492,0.374765972247741,2.17728680518597,1.0236734721055,2.79014388838497,-0.995149860785314,-0.0938894443161986,-1.03120027744408,-0.0217886109986695,0.230564305612683,-1.06725069410284,-1.06725069410284,4.05190847144173,0.266614722271447,0.591068472200329,1.34812722203439,-1.06725069410284,-1.06725069410284,1.45627847201068,0.879471805470446,0.158463472295154,-0.634645694197668,-0.88699861080902,2.10518597186844,-0.88699861080902,-1.03120027744408,-1.03120027744408,4.73686638795826,3.54720263821903,1.81678263859833,-1.03120027744408,-1.06725069410284,0.230564305612683,-1.03120027744408,0.843421388811681,3.22274888829014,0.591068472200329,1.60048013864574,-0.634645694197668,-0.778847360832726,0.879471805470446,3.04249680499632,-0.995149860785314,0.0142618056600951,1.7446818052808,1.52837930532821,2.57384138843238
"Site_8",-0.742796944173961,1.6365305553045,2.10518597186844,1.0236734721055,-0.923049027467784,-0.346242360927551,1.88888347191585,3.15064805497261,-0.959099444126549,-0.634645694197668,-0.670696110856432,-1.06725069410284,-0.562544860880138,2.35753888847979,-0.057839027657434,0.410816388906506,1.42022805535191,-0.634645694197668,-0.959099444126549,0.843421388811681,0.735270138835387,-0.634645694197668,-1.06725069410284,0.194513888953918,-0.238091110951257,2.64594222174991,0.807370972152916,-0.129939860974963,-0.202040694292492,0.0503122223188597,0.266614722271447,0.122413055636389,-0.202040694292492,0.338715555588977,-0.995149860785314,-0.490444027562609,-0.165990277633728,-0.165990277633728,-1.03120027744408,-0.634645694197668,0.879471805470446,-0.562544860880138,-1.06725069410284,-1.06725069410284,0.338715555588977,-0.165990277633728,-0.598595277538903,-1.03120027744408,-0.0938894443161986,-0.41834319424508,1.52837930532821,2.64594222174991,-0.959099444126549,-1.06725069410284,-0.634645694197668,1.42022805535191,1.81678263859833,0.951572638787975,-0.202040694292492,0.230564305612683,-0.526494444221374,-0.81489777749149,-1.06725069410284,-1.03120027744408,0.302665138930212,-0.850948194150255,-0.995149860785314,1.23997597205809,-1.06725069410284,0.0503122223188597,-0.382292777586315,-1.06725069410284,-1.06725069410284,-0.454393610903845,3.25879930494891,-0.81489777749149,-0.41834319424508,-1.03120027744408,-0.923049027467784,-0.706746527515197,-0.526494444221374,-1.06725069410284,-1.03120027744408,4.12400930475926,-0.923049027467784,-0.670696110856432,-1.03120027744408,-1.03120027744408,4.41241263802938,-0.598595277538903
"Site_9",0.230564305612683,0.374765972247741,0.879471805470446,1.42022805535191,-1.06725069410284,1.27602638871686,2.50174055511485,1.42022805535191,-0.850948194150255,0.122413055636389,0.122413055636389,-1.06725069410284,0.735270138835387,1.70863138862203,-0.0217886109986695,0.5189676388828,0.555018055541564,-0.706746527515197,-0.562544860880138,1.70863138862203,0.663169305517858,-0.742796944173961,-0.959099444126549,0.555018055541564,-0.382292777586315,0.410816388906506,0.771320555494152,0.122413055636389,-0.310191944268786,-0.274141527610022,0.266614722271447,0.122413055636389,-0.238091110951257,0.482917222224035,-0.562544860880138,0.158463472295154,0.158463472295154,0.0142618056600951,-0.670696110856432,1.0236734721055,0.843421388811681,-0.598595277538903,-1.03120027744408,-0.81489777749149,0.771320555494152,0.230564305612683,-0.490444027562609,-0.995149860785314,-0.634645694197668,-0.670696110856432,3.07854722165509,2.57384138843238,-0.81489777749149,-0.923049027467784,0.663169305517858,1.78073222193956,0.951572638787975,1.85283305525709,1.45627847201068,0.591068472200329,0.5189676388828,-0.382292777586315,-0.995149860785314,-0.598595277538903,-0.0217886109986695,-0.995149860785314,-0.526494444221374,0.302665138930212,-0.81489777749149,-0.238091110951257,-0.995149860785314,-1.03120027744408,-1.06725069410284,0.410816388906506,1.99703472189215,-0.670696110856432,-1.03120027744408,-0.995149860785314,-0.995149860785314,-0.81489777749149,-1.06725069410284,-1.03120027744408,-0.923049027467784,3.83560597148914,-1.06725069410284,-0.129939860974963,-1.06725069410284,-0.995149860785314,1.31207680537562,-0.382292777586315
"Site_10",-0.88699861080902,-1.03120027744408,-0.995149860785314,0.158463472295154,0.0503122223188597,-0.0938894443161986,0.338715555588977,-0.0938894443161986,-0.0217886109986695,-0.129939860974963,-0.526494444221374,-0.165990277633728,0.0503122223188597,-0.562544860880138,-0.670696110856432,-0.81489777749149,-0.995149860785314,2.64594222174991,0.0142618056600951,-0.670696110856432,-0.850948194150255,-1.06725069410284,0.0142618056600951,1.88888347191585,1.38417763869315,1.20392555539933,-0.202040694292492,-1.03120027744408,-0.706746527515197,0.0863626389776243,-1.03120027744408,-0.850948194150255,-0.165990277633728,-0.923049027467784,-0.850948194150255,-0.959099444126549,0.879471805470446,0.0142618056600951,-1.06725069410284,-1.06725069410284,1.60048013864574,1.60048013864574,-0.238091110951257,-0.238091110951257,-0.129939860974963,-0.129939860974963,1.67258097196327,0.663169305517858,1.23997597205809,-0.202040694292492,0.0863626389776243,0.91552222212921,1.49232888866944,-0.81489777749149,-0.88699861080902,2.28543805516227,-0.057839027657434,0.194513888953918,1.20392555539933,-0.81489777749149,-0.778847360832726,1.23997597205809,-0.129939860974963,-0.057839027657434,-1.03120027744408,-0.706746527515197,0.699219722176622,-0.81489777749149,-1.03120027744408,-0.923049027467784,2.68199263840868,3.15064805497261,1.34812722203439,-0.959099444126549,-0.923049027467784,-0.598595277538903,-1.06725069410284,1.23997597205809,1.60048013864574,0.0142618056600951,-0.165990277633728,-0.959099444126549,-0.634645694197668,0.122413055636389,0.0863626389776243,-1.03120027744408,3.72745472151285,2.21333722184474,0.843421388811681,0.663169305517858
"Site_11",-0.670696110856432,-1.06725069410284,-1.06725069410284,1.6365305553045,1.88888347191585,0.5189676388828,-0.0217886109986695,0.771320555494152,0.338715555588977,0.410816388906506,-0.310191944268786,0.663169305517858,0.0142618056600951,1.20392555539933,0.771320555494152,-0.057839027657434,-1.03120027744408,0.0863626389776243,0.44686680556527,-0.850948194150255,-1.06725069410284,-1.06725069410284,0.663169305517858,0.410816388906506,1.09577430542303,1.6365305553045,0.44686680556527,-1.03120027744408,-1.03120027744408,1.56442972198697,-0.88699861080902,-1.03120027744408,1.70863138862203,-1.06725069410284,-0.382292777586315,-0.706746527515197,-1.03120027744408,0.374765972247741,-1.06725069410284,-1.06725069410284,-0.706746527515197,1.31207680537562,0.0142618056600951,-0.0217886109986695,0.482917222224035,1.99703472189215,0.987623055446739,2.82619430504373,-0.850948194150255,-0.0938894443161986,-0.995149860785314,0.0503122223188597,0.230564305612683,-1.06725069410284,-1.06725069410284,4.30426138805308,0.410816388906506,0.879471805470446,1.45627847201068,-1.06725069410284,-1.03120027744408,1.81678263859833,1.20392555539933,0.555018055541564,0.0863626389776243,-0.490444027562609,1.96098430523338,-0.81489777749149,-0.995149860785314,-1.03120027744408,5.2055218045222,3.79955555483038,1.85283305525709,-0.995149860785314,-1.06725069410284,0.410816388906506,-0.959099444126549,0.91552222212921,3.25879930494891,0.266614722271447,1.6365305553045,-0.238091110951257,-0.129939860974963,1.20392555539933,3.61930347153655,-0.959099444126549,-0.0938894443161986,1.67258097196327,1.60048013864574,3.00644638833756
"Site_12",-0.706746527515197,0.0863626389776243,0.302665138930212,0.338715555588977,-0.670696110856432,0.482917222224035,0.44686680556527,0.987623055446739,-0.490444027562609,-0.526494444221374,-0.0938894443161986,-1.03120027744408,0.338715555588977,0.627118888859093,-0.057839027657434,-0.238091110951257,-0.129939860974963,-0.382292777586315,-0.850948194150255,0.5189676388828,-0.202040694292492,-0.670696110856432,-0.995149860785314,0.374765972247741,-0.634645694197668,0.0142618056600951,0.0503122223188597,-0.490444027562609,-0.526494444221374,-0.598595277538903,-0.129939860974963,-0.129939860974963,-0.382292777586315,-0.670696110856432,-0.634645694197668,0.266614722271447,0.230564305612683,0.158463472295154,-0.490444027562609,-0.057839027657434,0.230564305612683,-0.81489777749149,-0.995149860785314,-0.850948194150255,-0.0217886109986695,0.0503122223188597,-0.346242360927551,-0.923049027467784,-0.598595277538903,-0.0217886109986695,2.32148847182103,1.70863138862203,-0.310191944268786,-1.03120027744408,0.807370972152916,1.05972388876427,0.0863626389776243,0.699219722176622,1.49232888866944,1.81678263859833,0.410816388906506,-0.0217886109986695,-0.742796944173961,-0.165990277633728,-0.129939860974963,-1.03120027744408,-0.41834319424508,-0.346242360927551,-0.490444027562609,-0.490444027562609,-0.670696110856432,-0.850948194150255,-0.995149860785314,0.987623055446739,1.23997597205809,-0.490444027562609,-0.995149860785314,-0.706746527515197,-0.959099444126549,-0.778847360832726,-0.959099444126549,-1.03120027744408,-1.06725069410284,1.27602638871686,-1.06725069410284,0.591068472200329,-0.959099444126549,-0.670696110856432,1.45627847201068,-0.346242360927551
"Site_14",-0.959099444126549,-1.03120027744408,-0.995149860785314,-0.057839027657434,-0.238091110951257,-0.490444027562609,0.194513888953918,-0.129939860974963,-0.202040694292492,-0.238091110951257,-0.310191944268786,-0.238091110951257,-0.202040694292492,-0.959099444126549,-0.41834319424508,-0.382292777586315,-0.454393610903845,1.42022805535191,0.122413055636389,-0.346242360927551,-1.06725069410284,-0.850948194150255,0.0863626389776243,0.410816388906506,0.91552222212921,0.663169305517858,0.0142618056600951,-1.03120027744408,-0.382292777586315,0.663169305517858,-0.88699861080902,-0.88699861080902,-0.274141527610022,-0.490444027562609,-0.670696110856432,-0.526494444221374,1.34812722203439,0.0503122223188597,-0.850948194150255,-0.959099444126549,1.23997597205809,0.230564305612683,-0.310191944268786,-0.454393610903845,-0.346242360927551,0.0863626389776243,0.338715555588977,0.194513888953918,0.302665138930212,-0.274141527610022,-0.382292777586315,0.374765972247741,1.0236734721055,-0.923049027467784,-0.923049027467784,0.591068472200329,-0.274141527610022,-0.0938894443161986,-0.310191944268786,-0.346242360927551,-0.0938894443161986,0.555018055541564,-0.057839027657434,-0.0217886109986695,-0.562544860880138,-0.995149860785314,-0.165990277633728,-1.03120027744408,-1.06725069410284,-0.742796944173961,2.39358930513856,0.627118888859093,-0.0217886109986695,-1.06725069410284,-0.0938894443161986,-0.165990277633728,-0.81489777749149,0.302665138930212,0.374765972247741,-0.129939860974963,0.194513888953918,-0.41834319424508,-0.670696110856432,-0.0217886109986695,-0.274141527610022,-1.06725069410284,1.60048013864574,0.91552222212921,0.0503122223188597,-0.0938894443161986
